"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","Latitude","Longitude","NTA_clean","Number_poverty","Percent_poverty","Number_education","Percent_education","Year","Month"
246919437,2022-06-20,18:15:00,"MANHATTAN",25,"<18","M","BLACK","45-64","M","WHITE",40.811123,-73.936714,"east harlem",38624,34.3,54459,69.1,2022,6
234208836,2021-09-28,20:40:00,"MANHATTAN",24,"25-44","M","BLACK","25-44","M","BLACK",40.789310287,-73.9738376509999,"upper west side",14433,10.9,146040,93.9,2021,9
215223442,2020-07-12,23:30:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6859357170001,-73.9400784439999,"bedford stuyvesant",44896,31.7,49551,84.8,2020,7
183690689,2018-06-08,11:16:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7899594040001,-73.945856841,"east harlem",36518,33.3,49987,67.8,2018,6
216935791,2020-08-23,23:36:00,"BROOKLYN",70,"25-44","M","BLACK","25-44","M","BLACK",40.6407842030001,-73.957240746,"flatbush",19518,18.3,86391,82.1,2020,8
231866068,2021-08-05,08:57:00,"QUEENS",103,"25-44","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.7017931820001,-73.806333175,"jamaica",38063,16.2,24384,67.6,2021,8
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","BLACK",40.786582,-73.940798,"east harlem",41871,34.3,51889,70.7,2022,7
272815858,2023-08-12,02:43:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.695783,-73.939093,"bedford stuyvesant",41406,24.4,58841,75.2,2023,8
170955520,2017-10-28,18:15:00,"QUEENS",101,"18-24","M","BLACK","45-64","M","BLACK",40.601944313,-73.748748433,"far rockaway bayswater",11134,23,22590,70.9,2017,10
261958837,2023-01-15,14:06:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.693921,-73.935732,"bedford stuyvesant",41921,28.6,58841,75.2,2023,1
250866805,2022-09-10,03:32:00,"BRONX",52,"25-44","M","BLACK","25-44","F","BLACK HISPANIC",40.869914,-73.879052,"norwood",12706,30.5,17763,70.8,2022,9
229514433,2021-06-14,00:39:00,"BROOKLYN",90,"25-44","M","BLACK","25-44","M","BLACK",40.711011236,-73.933747174,"east williamsburg",7042,19.5,22417,80.6,2021,6
169454926,2017-09-17,01:55:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.7072261980001,-73.797704,"jamaica",39543,12.9,188549,83,2017,9
228918111,2021-05-31,19:50:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",40.693625625,-73.909228481,"bushwick",15284,24.3,49587,58.4,2021,5
255069850,2022-12-03,19:20:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.78845,-73.939372,"east harlem",40251,33.8,59826,75.3,2022,12
248377809,2022-07-21,14:45:00,"BROOKLYN",73,"25-44","M","BLACK","45-64","M","BLACK",40.658434,-73.909791,"brownsville",23811,40,54540,72.5,2022,7
166886662,2017-07-09,02:33:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK",40.670468245,-73.877028955,"east new york",51563,27,13973,76,2017,7
229507547,2021-06-13,16:21:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.70306689,-73.919288917,"bushwick",41424,30.3,46519,59,2021,6
236650847,2021-11-20,15:01:00,"MANHATTAN",25,"<18","M","WHITE HISPANIC","18-24","M","BLACK",40.8013868900001,-73.9327000599999,"east harlem",38590,34.6,54459,69.1,2021,11
221341079,2020-12-03,08:50:00,"BRONX",41,"45-64","M","BLACK","25-44","M","BLACK",40.825561366,-73.890188418,"longwood",12941,34.2,11498,67,2020,12
230418793,2021-07-02,23:13:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.8858426780001,-73.8581826189999,"williamsbridge olinville",14071,22.9,32263,78,2021,7
224702000,2021-02-22,17:20:00,"BROOKLYN",81,"18-24","M","BLACK","25-44","M","BLACK",40.692235361,-73.930909851,"bedford stuyvesant",41921,28.6,77678,82,2021,2
230421165,2021-07-02,02:19:00,"BROOKLYN",79,"18-24","F","BLACK","18-24","M","BLACK",40.694728158,-73.9418267469999,"bedford stuyvesant",41921,28.6,62445,75.9,2021,7
213188087,2020-05-16,01:09:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","WHITE HISPANIC",40.7958473410001,-73.9469084579999,"east harlem",35137,29.9,56672,72.3,2020,5
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","BLACK",40.786582,-73.940798,"east harlem",40251,33.8,63108,74.8,2022,7
247524803,2022-07-04,05:19:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.793944,-73.949261,"east harlem",37153,34.1,63108,74.8,2022,7
249864778,2022-08-19,00:21:00,"BROOKLYN",68,"18-24","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",40.62285974,-74.02534566,"bay ridge",19338,15,51895,86.4,2022,8
265750631,2023-03-27,15:15:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.668591,-73.889724,"east new york",58202,31.1,102875,81.2,2023,3
190950370,2018-12-08,03:47:00,"QUEENS",102,"25-44","M","BLACK","25-44","M","BLACK",40.699149253,-73.820910996,"richmond hill",9447,14.6,32257,73.6,2018,12
247133911,2022-06-24,19:09:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.801003,-73.945161,"east harlem",39280,33.2,51889,70.7,2022,6
168306062,2017-08-19,17:15:00,"BROOKLYN",73,"18-24","M","BLACK","<18","M","WHITE HISPANIC",40.6682804650001,-73.902626646,"brownsville",45369,37.2,57762,74.7,2017,8
234208836,2021-09-28,20:40:00,"MANHATTAN",24,"25-44","M","BLACK","25-44","F","BLACK",40.789310287,-73.9738376509999,"upper west side",18943,9.9,148194,94.5,2021,9
214693789,2020-06-28,16:57:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.791240004,-73.945971589,"east harlem",39280,33.2,63108,74.8,2020,6
228730773,2021-05-26,16:46:00,"MANHATTAN",23,"18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",40.7871345390001,-73.944999678,"east harlem",40595,33.7,57796,73.5,2021,5
214467577,2020-06-22,19:00:00,"MANHATTAN",24,"65+","M","BLACK HISPANIC","45-64","F","WHITE HISPANIC",40.790094249,-73.97861288,"upper west side",21864,10.4,101227,93.2,2020,6
212726820,2020-05-05,22:31:00,"BROOKLYN",77,"18-24","M","BLACK","25-44","M","BLACK",40.676027273,-73.948532201,"crown heights",17694,20.5,60130,87.1,2020,5
244430639,2022-05-01,03:00:00,"MANHATTAN",25,"25-44","F","BLACK","25-44","M","BLACK",40.798961,-73.943488,"east harlem",34617,31.1,57797,73.4,2022,5
201851567,2019-08-31,06:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.6451858890001,-74.006661142,"sunset park",43792,29.2,60941,59.8,2019,8
230161941,2021-06-25,01:38:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.676152237,-73.893068674,"east new york",28905,30.8,12276,70.7,2021,6
214948388,2020-07-05,00:43:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK HISPANIC",40.673760132,-73.878803774,"east new york",51563,27,46220,79.5,2020,7
250280354,2022-08-27,18:30:00,"BROOKLYN",83,"45-64","M","BLACK","45-64","M","BLACK",40.692334,-73.906973,"bushwick",40260,29.2,65118,78.1,2022,8
217593703,2020-09-08,16:40:00,"BROOKLYN",79,"18-24","M","BLACK","18-24","M","BLACK",40.690504753,-73.959004621,"bedford stuyvesant",43548,24.1,70348,78.7,2020,9
246824176,2022-06-17,19:10:00,"BROOKLYN",70,"<18","M","BLACK","25-44","M","BLACK",40.65231392,-73.9560111,"flatbush",10613,15.9,88198,83.4,2022,6
240254036,2022-02-07,16:10:00,"BRONX",40,"25-44","M","WHITE HISPANIC","18-24","M","BLACK",40.804487,-73.914084,"mott haven port morris",23508,44.8,16560,55.4,2022,2
222165113,2020-12-22,21:37:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK",40.796493464,-73.9464370709999,"east harlem",41871,34.3,63957,74.3,2020,12
215772436,2020-07-26,21:00:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.6866596680001,-73.9131393659999,"bushwick",41202,31.1,30767,76.6,2020,7
251813843,2022-09-29,21:32:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.693035,-73.928275,"bedford stuyvesant",41921,28.6,61508,75.9,2022,9
241265567,2022-02-25,22:56:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK",40.795659,-73.935662,"east harlem",34617,31.1,57796,73.5,2022,2
254369463,2022-11-18,20:19:00,"BROOKLYN",81,"45-64","F","BLACK","25-44","F","BLACK",40.689924,-73.937928,"bedford stuyvesant",43387,31.7,77678,82,2022,11
233149851,2021-09-04,20:18:00,"MANHATTAN",32,"18-24","M","BLACK","<18","M","BLACK",40.8142676480001,-73.948185286,"harlem",30236,22.7,81572,84.7,2021,9
227221324,2021-04-21,15:55:00,"BROOKLYN",79,"<18","M","BLACK","<18","M","BLACK",40.6793946700001,-73.9449839769999,"bedford stuyvesant",39997,26.9,58841,75.2,2021,4
250605938,2022-09-04,15:51:00,"BROOKLYN",72,"25-44","M","BLACK","18-24","M","BLACK",40.663876,-73.996114,"sunset park",35834,24.9,52659,62.3,2022,9
200331333,2019-07-27,22:53:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","F","BLACK",40.6572366130001,-73.900757798,"brownsville",45369,37.2,22757,72.6,2019,7
236650847,2021-11-20,15:01:00,"MANHATTAN",25,"<18","M","WHITE HISPANIC","18-24","M","BLACK",40.8013868900001,-73.9327000599999,"east harlem",36518,33.3,49987,67.8,2021,11
216055256,2020-08-01,05:05:00,"QUEENS",113,"25-44","M","BLACK","25-44","M","BLACK",40.706178868,-73.7580614729999,"hollis",2045,9,12727,85.2,2020,8
240087931,2022-02-03,17:15:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.78845,-73.939372,"east harlem",36518,33.3,54459,69.1,2022,2
213819785,2020-06-03,16:55:00,"BRONX",41,"18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",40.816121899,-73.897757798,"longwood",12941,34.2,8154,57.1,2020,6
213499948,2020-05-25,21:05:00,"BROOKLYN",75,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.673376277,-73.894739768,"east new york",10468,36,88907,76.1,2020,5
232390407,2021-08-17,13:00:00,"BRONX",41,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",40.812292824,-73.885426178,"hunts point",10312,40.8,8394,54.1,2021,8
234369762,2021-10-01,16:53:00,"BROOKLYN",72,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.6466898460001,-74.006887868,"sunset park",43792,29.2,60121,62.3,2021,10
229412952,2021-06-11,05:17:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","BLACK",40.677908438,-73.892579148,"east new york",57570,31.7,48705,80.6,2021,6
251905995,2022-10-02,03:48:00,"QUEENS",103,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",40.70253089,-73.81429299,"jamaica",42024,13.5,164669,81.1,2022,10
203083804,2019-09-30,13:49:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.799664277,-73.9471982,"east harlem",35961,30.2,60103,73.3,2019,9
245232406,2022-05-17,22:04:00,"BROOKLYN",79,"25-44","M","BLACK","45-64","M","BLACK",40.697394,-73.951286,"bedford stuyvesant",41533,31.1,58841,75.2,2022,5
221931803,2020-12-16,14:20:00,"BRONX",48,"25-44","M","BLACK","65+","M","BLACK",40.846392231,-73.884129065,"tremont",11659,38.7,14034,71.4,2020,12
226233404,2021-03-27,03:49:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK",40.6667956910001,-73.896511706,"east new york",60560,32.8,101089,81,2021,3
253238377,2022-10-27,08:50:00,"BROOKLYN",73,"25-44","M","BLACK","45-64","M","BLACK",40.656665,-73.913243,"brownsville",21755,39.7,47347,72.1,2022,10
222165113,2020-12-22,21:37:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK",40.796493464,-73.9464370709999,"east harlem",41871,34.3,60103,73.3,2020,12
214874082,2020-07-02,18:41:00,"BROOKLYN",73,"25-44","M","BLACK","18-24","M","BLACK",40.65734561,-73.9031958429999,"brownsville",45448,36.8,59961,76.8,2020,7
219688157,2020-10-24,01:58:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7970890990001,-73.9427503859999,"east harlem",39280,33.2,65848,76.5,2020,10
215492774,2020-07-19,15:23:00,"BRONX",45,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",40.8780747160001,-73.8259578829999,"co op city",5235,12.3,29783,84.7,2020,7
242381224,2022-03-19,15:20:00,"QUEENS",115,"<18","M","WHITE HISPANIC","<18","M","WHITE HISPANIC",40.75629,-73.878395,"jackson heights",35857,19.7,87710,70.8,2022,3
202458696,2019-09-13,20:47:00,"BROOKLYN",79,"<18","M","BLACK","45-64","M","BLACK",40.686396207,-73.949097282,"bedford stuyvesant",41533,31.1,62445,75.9,2019,9
210395368,2020-03-03,03:10:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.67930793,-73.9496171279999,"bedford stuyvesant",23143,26,81511,83.6,2020,3
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","18-24","M","WHITE HISPANIC",40.6581577535544,-74.0004411548878,"sunset park",41399,28,16969,53.6,2022,4
211578688,2020-03-28,21:43:00,"BROOKLYN",79,"18-24","M","BLACK","45-64","M","BLACK",40.6868475730001,-73.9582061689999,"bedford stuyvesant",44037,30.5,100056,85.4,2020,3
211772774,2020-04-06,02:00:00,"BROOKLYN",79,"<18","M","BLACK","45-64","M","BLACK",40.692259119,-73.95026364,"bedford stuyvesant",44896,31.7,46197,83.6,2020,4
260416167,2022-12-22,18:26:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",40.797008,-73.942802,"east harlem",34548,32,51889,70.7,2022,12
228369052,2021-05-18,20:17:00,"BROOKLYN",73,"25-44","M","BLACK","45-64","M","BLACK",40.669193922,-73.905249599,"brownsville",18139,37.2,22757,72.6,2021,5
225620486,2021-03-13,10:15:00,"BROOKLYN",69,"25-44","M","BLACK","<18","M","BLACK",40.63964595,-73.915322843,"canarsie",11620,13,52619,87.6,2021,3
271402826,2023-07-16,00:30:00,"BROOKLYN",83,"<18","M","BLACK","18-24","M","WHITE HISPANIC",NA,NA,"bushwick",41202,31.1,46519,59,2023,7
233080845,2021-09-02,17:42:00,"BRONX",41,"18-24","M","BLACK","<18","M","BLACK",40.8220825270001,-73.890330326,"longwood",9842,35.8,7924,56,2021,9
243579417,2022-04-13,00:51:00,"BROOKLYN",75,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",40.674757,-73.880961,"east new york",10145,35.2,12787,72.9,2022,4
231133996,2021-07-20,15:55:00,"MANHATTAN",25,"25-44","M","BLACK","45-64","F","BLACK HISPANIC",40.8050534920001,-73.936929789,"east harlem",37153,34.1,58564,73.1,2021,7
168757750,2017-09-03,04:00:00,"QUEENS",102,"25-44","M","ASIAN / PACIFIC ISLANDER","18-24","M","ASIAN / PACIFIC ISLANDER",40.698676935,-73.830248077,"richmond hill",11660,17.6,19840,79.8,2017,9
217593703,2020-09-08,16:40:00,"BROOKLYN",79,"18-24","M","BLACK","18-24","M","BLACK",40.690504753,-73.959004621,"bedford stuyvesant",43387,31.7,65086,76.7,2020,9
245121731,2022-05-16,02:27:00,"QUEENS",104,"25-44","M","BLACK","25-44","M","BLACK",40.699831,-73.900862,"ridgewood",9148,12.1,35719,77.1,2022,5
273010051,2023-08-16,11:09:00,"QUEENS",103,"25-44","M","BLACK","45-64","M","WHITE HISPANIC",40.7017656334361,-73.8079259442981,"jamaica",10827,19.4,25019,67.7,2023,8
200994120,2019-08-11,03:40:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","BLACK",40.676118789,-73.9007806239999,"east new york",56000,29.8,40343,75.3,2019,8
200994120,2019-08-11,03:40:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","BLACK",40.676118789,-73.9007806239999,"east new york",11453,39,15211,80,2019,8
167183316,2017-07-18,21:35:00,"BRONX",40,"<18","M","BLACK","<18","M","BLACK",40.8097059070001,-73.915633903,"mott haven port morris",23752,43.7,17421,57.1,2017,7
239237446,2022-01-16,09:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.643321,-74.010383,"sunset park",42375,28.6,57345,59.5,2022,1
200725655,2019-08-05,16:45:00,"BROOKLYN",73,"<18","M","BLACK","<18","M","BLACK",40.66276879,-73.907530425,"brownsville",24213,40.1,59961,76.8,2019,8
232888019,2021-08-27,00:06:00,"MANHATTAN",33,"25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.836209301,-73.943181103,"washington heights",50724,19.4,130701,70.3,2021,8
247524803,2022-07-04,05:19:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.793944,-73.949261,"east harlem",35406,30.8,61174,75.1,2022,7
262145575,2023-01-18,16:49:00,"QUEENS",105,"<18","M","BLACK","<18","F","BLACK",40.696395,-73.744911,"st albans",4640,8.5,31881,87.9,2023,1
274396068,2023-09-13,10:03:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.799414,-73.937472,"east harlem",41871,34.3,49987,67.8,2023,9
275824274,2023-10-12,03:13:00,"MANHATTAN",24,"25-44","M","BLACK","25-44","M","BLACK",40.788792,-73.966781,"upper west side",19117,10,160594,93.3,2023,10
224949528,2021-02-26,17:45:00,"BROOKLYN",63,"<18","M","BLACK","18-24","M","BLACK",40.616499885,-73.928567731,"flatlands",7974,11,41888,86.5,2021,2
265750631,2023-03-27,15:15:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.668591,-73.889724,"east new york",28794,29.9,22329,79.4,2023,3
193118592,2019-02-01,19:57:00,"MANHATTAN",25,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.7986233770001,-73.9437441169999,"east harlem",40251,33.8,55900,72.6,2019,2
265681415,2023-03-25,14:07:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.66922726,-73.89619649,"east new york",11343,25.5,40005,75.7,2023,3
185805056,2018-07-30,20:53:00,"QUEENS",114,"25-44","M","WHITE","<18","M","WHITE",40.767189014,-73.92689439,"astoria",24447,14.7,52029,86.6,2018,7
251813842,2022-09-29,11:34:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.805388,-73.937736,"east harlem",34548,32,56672,72.3,2022,9
242882171,2022-03-30,20:49:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","<18","M","BLACK",40.78845,-73.939372,"east harlem",38590,34.6,61978,74.6,2022,3
181094483,2018-05-04,01:40:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.69313928,-73.9360877,"bedford stuyvesant",44037,30.5,61508,75.9,2018,5
189908010,2018-11-12,19:15:00,"BROOKLYN",79,"18-24","M","BLACK","25-44","M","BLACK",40.6988269400001,-73.93881792,"bedford stuyvesant",44037,30.5,62445,75.9,2018,11
250279879,2022-08-28,05:12:00,"BROOKLYN",75,"25-44","F","BLACK","25-44","F","BLACK",40.673916,-73.899768,"east new york",28632,32.1,22329,79.4,2022,8
238861986,2022-01-09,00:47:00,"MANHATTAN",25,"25-44","M","BLACK","18-24","F","WHITE HISPANIC",40.798285,-73.94082,"east harlem",37227,30.7,63398,73.8,2022,1
230508668,2021-07-06,13:54:00,"QUEENS",105,"18-24","F","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",40.707444738,-73.750731327,"queens village",16423,8.1,32376,83.7,2021,7
274396068,2023-09-13,10:03:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK",40.799414,-73.937472,"east harlem",39934,33.4,58564,73.1,2023,9
199061351,2019-06-28,00:26:00,"BROOKLYN",83,"18-24","M","BLACK","<18","M","WHITE HISPANIC",40.7005122470001,-73.929412699,"bushwick",27412,24.5,30767,76.6,2019,6
263141403,2023-02-06,15:01:00,"BROOKLYN",90,"18-24","M","BLACK","<18","F","BLACK",40.710442,-73.941114,"east williamsburg",13537,25.4,19097,76.2,2023,2
274180042,2023-09-09,12:17:00,"BROOKLYN",79,"45-64","M","BLACK","25-44","F","BLACK",40.6933087488641,-73.9530991901704,"bedford stuyvesant",44896,31.7,58841,75.2,2023,9
240547210,2022-02-13,22:25:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK",40.802758,-73.9386,"east harlem",36803,31.2,32600,74.6,2022,2
231053195,2021-07-19,02:12:00,"BROOKLYN",70,"18-24","M","BLACK","25-44","M","BLACK",40.6546567780001,-73.9602420969999,"flatbush",27396,17.5,53875,79.9,2021,7
163657066,2017-04-10,18:49:00,"BROOKLYN",73,"<18","M","BLACK","25-44","F","BLACK",40.6693424470001,-73.913079908,"brownsville",40115,34.8,54540,72.5,2017,4
233762539,2021-09-18,19:41:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.791006586,-73.94930486,"east harlem",35137,29.9,54060,71.9,2021,9
225601140,2021-03-13,03:50:00,"BROOKLYN",90,"18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.7021195610001,-73.936161591,"bushwick",35895,27.8,46519,59,2021,3
184396810,2018-06-22,18:32:00,"BROOKLYN",67,"18-24","M","BLACK","25-44","M","BLACK",40.630467551,-73.945160986,"flatbush",19518,18.3,88198,83.4,2018,6
256484815,2022-12-16,21:49:00,"MANHATTAN",25,"45-64","M","BLACK","25-44","M","BLACK",40.800269,-73.941469,"east harlem",38948,33.1,58544,72.9,2022,12
217540936,2020-09-07,06:50:00,"BROOKLYN",68,"45-64","M","WHITE HISPANIC","45-64","M","WHITE",40.6282903430001,-74.0190160719999,"bay ridge",21795,16.7,51773,87.4,2020,9
275357002,2023-10-03,21:58:00,"BRONX",46,"18-24","M","BLACK","18-24","M","BLACK",40.853988,-73.898976,"mount hope",14696,30.2,21772,65.7,2023,10
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","<18","M","ASIAN / PACIFIC ISLANDER",40.6581577535544,-74.0004411548878,"sunset park",38678,26.5,58176,59.3,2022,4
240321668,2022-02-08,20:02:00,"BROOKLYN",69,"25-44","M","BLACK","25-44","M","BLACK",40.638196,-73.913105,"canarsie",11479,13,50336,85.3,2022,2
171848200,2017-11-21,14:29:00,"QUEENS",110,"18-24","M","BLACK","25-44","M","BLACK",40.7370372290001,-73.864490062,"corona",12049,20.8,26235,69.6,2017,11
209468786,2020-02-12,02:30:00,"MANHATTAN",25,"<18","M","WHITE HISPANIC","25-44","M","BLACK",40.797482835,-73.938899712,"east harlem",20588,32.3,63108,74.8,2020,2
270085751,2023-06-19,23:00:00,"BRONX",41,"25-44","M","WHITE HISPANIC","45-64","M","BLACK",40.821729,-73.892866,"longwood",12941,34.2,11498,67,2023,6
248157399,2022-07-17,20:10:00,"BROOKLYN",73,"<18","M","BLACK","25-44","M","BLACK",40.6625545,-73.9089197,"brownsville",24010,43.1,25690,72.8,2022,7
230193608,2021-06-28,21:46:00,"BROOKLYN",72,"25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",40.639932074,-74.0085338339999,"sunset park",30082,25.8,47975,56.8,2021,6
244102489,2022-04-24,19:29:00,"MANHATTAN",25,"25-44","F","BLACK","25-44","F","WHITE HISPANIC",40.80985,-73.937644,"east harlem",35385,31.9,34290,75.9,2022,4
163842828,2017-04-16,16:40:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7958473410001,-73.9469084579999,"east harlem",37230,33.8,55011,69.8,2017,4
191255744,2018-12-16,11:58:00,"QUEENS",101,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.6027461670001,-73.750078314,"far rockaway bayswater",11677,23.2,25783,76,2018,12
227000895,2021-04-15,16:15:00,"QUEENS",103,"<18","M","BLACK HISPANIC","45-64","M","BLACK",40.7089526460001,-73.776634411,"jamaica",42016,15,133121,80.9,2021,4
213748379,2020-06-01,19:14:00,"BROOKLYN",83,"18-24","M","BLACK","18-24","M","BLACK",40.68965532,-73.91840007,"bushwick",41424,30.3,57366,65.3,2020,6
229700090,2021-06-17,13:51:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.6433299670001,-74.010382809,"sunset park",43723,29.4,60121,62.3,2021,6
224354731,2021-02-14,02:05:00,"QUEENS",107,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.712396622,-73.784908458,"jamaica",46735,15.5,22152,66.2,2021,2
246312313,2022-06-08,01:31:00,"MANHATTAN",23,"18-24","M","BLACK HISPANIC","18-24","M","BLACK",40.788824,-73.951937,"east harlem",21027,34,54060,71.9,2022,6
244251567,2022-04-27,00:23:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","BLACK",40.676683,-73.889929,"east new york",30471,33.3,40005,75.7,2022,4
245899807,2022-05-31,21:35:00,"BRONX",40,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",40.806231,-73.918204,"mott haven port morris",22789,44.1,16560,55.4,2022,5
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.786582,-73.940798,"east harlem",35961,30.2,34290,75.9,2022,7
159955203,2017-01-04,22:06:00,"MANHATTAN",9,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",40.721450395,-73.974839921,"east village",6217,15.8,29444,91.3,2017,1
166412375,2017-06-24,05:05:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.700251838,-73.792845826,"jamaica",43334,15.3,150068,79.4,2017,6
241440065,2022-03-01,21:59:00,"MANHATTAN",25,"25-44","M","BLACK","18-24","F","BLACK",40.802083,-73.936999,"east harlem",15776,28.1,63957,74.3,2022,3
166413154,2017-06-25,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.7919977870001,-73.949718969,"east harlem",35223,31.8,65848,76.5,2017,6
269307857,2023-06-04,00:20:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",NA,NA,"east new york",28632,32.1,81729,74.4,2023,6
214608092,2020-06-25,18:18:00,"MANHATTAN",23,"<18","M","BLACK HISPANIC","<18","F","BLACK HISPANIC",40.7903782450001,-73.949767591,"east harlem",38489,32.8,63108,74.8,2020,6
256123228,2022-12-15,21:58:00,"BRONX",46,"18-24","M","BLACK HISPANIC","25-44","M","BLACK",40.855214,-73.915913,"university heights morris heights",19389,36.3,23397,67.1,2022,12
173391550,2018-01-08,22:20:00,"BROOKLYN",72,"18-24","M","WHITE","25-44","M","WHITE HISPANIC",40.6445898050001,-74.001899339,"sunset park",37927,30,46352,53.7,2018,1
260362155,2022-12-21,14:22:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.668341,-73.906514,"brownsville",41048,36.2,25690,72.8,2022,12
